0.00 3.10 SPEAKER_03  Hello everybody and welcome to this November.
685.42 686.88 SPEAKER_03  I do not support the current Pope.
687.06 687.88 SPEAKER_03  He does not fit.
688.04 691.24 SPEAKER_03  He does not at all fit my concept of a good authoritarian Pope.
691.76 695.14 SPEAKER_03  Actually, I'm opposed to the relativism of modern Catholicism quite violently.
696.00 704.04 SPEAKER_03  Uh, however, the boldness of this ignorant redneck fundamentalist led my other students to form a committee to demand that I grade and return their accumulated essays and examinations.
704.04 708.84 SPEAKER_03  There was even a demonstration outside the window of my office for being such simple ignorant children.
708.96 709.88 SPEAKER_03  They managed it quite well.
710.04 715.24 SPEAKER_03  And at the height of the demonstration, I dumped all the old papers completely ungraded out the window and right onto their heads.
715.48 720.56 SPEAKER_03  The college was too small to accept this act of defiance against the abyss of contemporary academia.
723.06 723.98 SPEAKER_00  It's so good.
723.98 740.42 SPEAKER_02  We're doing Man Out of Time in a sort of comic novel set in 1962 New Orleans, Louisiana, centered around this figure, this guy, Ignatius Jacques Reilly.
742.02 744.38 SPEAKER_02  And Ignatius Reilly, he's...
744.38 750.14 SPEAKER_02  We'll get into this when we talk about the book's journey towards publication, right?
750.14 755.10 SPEAKER_02  Um, but overall, what the novel is, is it's a farce, right?
755.14 781.40 SPEAKER_02  It's a character-driven farce where Ignatius, this very large, very dyspeptic man, uh, who is obsessed with, you know, uh, geometry and the values of Boethius and the early scholastics, um, is, is sort of forced to confront American Southern Louisiana and New Orleanian society of the 1960s.
782.04 782.52 SPEAKER_01  Yeah.
782.58 786.22 SPEAKER_01  I would just say, like, I don't know that he's obsessed with geometry as such.
786.22 796.86 SPEAKER_01  He just uses the term geometry, geometry and theology over and over again to kind of, as like a signifier of his desire for order in the world.
796.86 804.40 SPEAKER_01  So when he's saying geometry and theology over and over, he doesn't mean, like, you know, Pythagoras or whatever, right?
804.42 805.40 SPEAKER_01  He just means order.
805.56 806.56 SPEAKER_01  He's obsessed with...
806.56 809.66 SPEAKER_01  He, at one point, says that he wants there to be a king.
810.06 811.64 SPEAKER_01  Like, that's his political party.
811.94 819.38 SPEAKER_01  He changes political position several times throughout the novel, but at one point he says he just wants there to be, like, an authoritarian king, right?
819.62 820.86 SPEAKER_02  And at one point there's...
821.38 834.42 SPEAKER_02  Well, at a few points throughout the novel, as we kind of hinted at with the, I do not support the current pope because he's not authoritarian enough, these prefigure real ideologies of the 21st century.
835.54 839.14 SPEAKER_02  There's another one that I'll get into, and I get to talk about how homophobic this book is.
840.32 841.22 SPEAKER_02  But, yeah...
841.22 843.20 SPEAKER_03  This book is extremely...
843.20 845.88 SPEAKER_03  It is, I'd say, a difficult...
845.88 847.64 SPEAKER_03  I don't want to say from modern sensibilities.
847.80 851.86 SPEAKER_03  I'd say this book is certainly of the 1950s South, let's say.
852.22 853.04 SPEAKER_02  Well, here's the thing.
853.04 877.52 SPEAKER_02  I think Tool is a southern centrist of the time, and what the book tries to do is engage in this kind of high-handed thing of, well, to engage with modern times, whatever the times are, always compromises you, always makes you ridiculous, but to avoid doing so makes you more ridiculous and makes you this kind of, like, slightly deranged character.
877.52 884.80 SPEAKER_02  But there's really nothing that can be said about this in either direction other than that the whole thing is farcical.
884.80 891.48 SPEAKER_02  Which is an interesting choice for the 1960s.
892.48 899.44 SPEAKER_02  It's sort of, like, an alarmingly privileged one, and I think the book is, in a lot of ways, genteelly racist and homophobic.
900.48 903.54 SPEAKER_02  But at the same time, it's...
903.54 907.30 SPEAKER_02  Rod Dreher really likes this book, right?
907.30 910.60 SPEAKER_02  And Rod Dreher thinks that the woke left are trying to cancel this book.
911.34 922.30 SPEAKER_02  And as someone who is on the woke left, and has just said that it's, you know, a racist, homophobic book that's problematic or whatever, I don't want to cancel it.
922.34 925.48 SPEAKER_02  I just have a slightly more jaundiced view of it.
925.52 931.04 SPEAKER_02  And I think that's entirely in line with the kind of attitudes of the novel, which are pretty jaundiced themselves.
931.04 933.84 SPEAKER_03  Well, it's, um...
933.84 934.58 SPEAKER_03  It's the...
934.58 936.86 SPEAKER_03  Let's talk, maybe, about the, um...
936.86 941.06 SPEAKER_03  The inciting incident of a confederacy of dunces.
941.44 943.64 SPEAKER_02  There's a really good, uh, line.
943.86 945.22 SPEAKER_02  Let me see if I can find it.
945.30 946.66 SPEAKER_02  It's, um...
946.66 947.24 SPEAKER_02  Yes, here we are.
947.32 956.14 SPEAKER_02  In the shadow under the green visor of the cap, Ignatius J. Riley's supercilious blue and yellow eyes looked down upon the other people waiting under the clock at the D.H.
956.22 961.02 SPEAKER_02  Holmes department store, studying the crowd of people for signs of bad taste in drag.
961.04 961.28 SPEAKER_02  Yes.
962.16 962.80 SPEAKER_02  Um...
962.80 968.30 SPEAKER_02  And Ignatius, we should say at this point, is a very large man, both in height and width.
968.74 975.20 SPEAKER_02  He's wearing a green hunting cap with ear flaps, a red flannel jacket, and desert boots.
975.82 976.54 SPEAKER_02  Um...
976.54 983.20 SPEAKER_01  Which is apparently based on one of Tool's own, like, professors at school wore this kind of outfit.
983.20 986.26 SPEAKER_02  Yeah, a medievalist that he knew from Tulane, I think.
986.50 986.72 SPEAKER_01  Yeah.
986.72 987.36 SPEAKER_02  Um...
987.36 995.98 SPEAKER_01  And also, I think the first thing that grabs you, besides all the kind of colors of that opening image of Ignatius judging the people down below him, right?
996.02 997.34 SPEAKER_01  It's very, like, evocative.
997.72 1003.82 SPEAKER_01  But the hunting cap thing, at least, you know, for me, makes you think of Catcher in the Rye, right?
1003.86 1004.48 SPEAKER_00  Yeah, yeah, yeah.
1004.48 1005.98 SPEAKER_01  And I think that's intentional.
1005.98 1014.90 SPEAKER_01  Like, there's a very, like, let's do a New York, you know, novel, but set in New Orleans kind of attitude to this whole book.
1015.14 1024.78 SPEAKER_01  Like, when I was reading it, it reminded me a lot of Herzog by Saul Bellow, like, this kind of, like, hapless man, you know, sort of meandering around the city.
1024.78 1032.32 SPEAKER_01  Um, and I think, like, the opening, you know, quotation, like, uh, epigrams in the novel sort of point to that, too.
1032.42 1035.58 SPEAKER_01  Like, drawing this connection between Manhattan and New Orleans.
1036.22 1039.48 SPEAKER_01  Um, I don't know if I can just, like, there's a little quote here.
1039.54 1052.60 SPEAKER_01  It says, There is a New Orleans city accent associated with downtown New Orleans, particularly with the German and Irish Third Ward, that is hard to distinguish from the accent of Hoboken, Jersey City, and Astoria, Long Island.
1053.16 1060.08 SPEAKER_01  So, yeah, I think there's, like, this very much, like, what if we did a New York, you know, 1960s novel, but in New Orleans?
1060.72 1073.32 SPEAKER_02  It's interesting that you mention, uh, Catcher in the Rye, because this is, it's also a tale of, like, disaffected American youth, but the joke here is that Ignatius is 30 years old.
1073.86 1084.10 SPEAKER_02  Um, he lives with his mother, and a lot of this stuff would be very, uh, you know, uh, easily, easily apparent to us today.
1084.18 1085.56 SPEAKER_02  This is a type, right?
1085.76 1097.60 SPEAKER_02  And at the time that this was written, this is a much more singular guy, and I have a theory about this novel, which is that we as a society, um, are suffering from a kind of guy in inflation, right?
1097.96 1103.68 SPEAKER_02  Where so much of the comedy in this book is, uh, I have invented a guy, right?
1103.76 1117.06 SPEAKER_02  I have invented a tradcath guy who still lives with his mum, who, uh, is trying to, like, impress an ex-sort of girlfriend, uh, by developing a party for the divine right of kings.
1117.24 1118.26 SPEAKER_02  That's a type of guy.
1118.50 1122.22 SPEAKER_02  And you can read a novel, you can build an entire novel off that guy.
1122.22 1131.54 SPEAKER_02  Whereas now, thanks to the horrifying technology of the internet, you can log on and you can find 50 guys, all with a disturbing kaleidoscope of beliefs.
1132.18 1135.38 SPEAKER_02  Um, and you kind of, you learn to discount them, you know?
1135.44 1142.52 SPEAKER_02  And you, you kind of, you don't have the kind of deep dive on these, on these weirdos that you do here.
1143.14 1163.28 SPEAKER_03  It's, and this is one of the reasons why I thought it would be such an interesting read, is that, is for all of the novel's faults, it really does identify, it identifies, um, the exact, this exact type of person who would become such a kind of focus of our, of our culture.
1163.46 1183.52 SPEAKER_03  And I think the reason, right, is that, is that in order to, is that, I'm just going to quote from here from the beginning, from this inciting incident where he's waiting outside of a, um, uh, of, of a department store for his mother and he gets hassled by a police officer just for looking odd, um, and says, well, I'm 30, uh, and says, well, he has no job.
1183.66 1185.98 SPEAKER_03  His mother says, Ignatius has to help me at home.
1186.06 1189.78 SPEAKER_03  I have terrible arthritis, to which Ignatius clarifies, I dust a bit.
1189.86 1193.50 SPEAKER_03  And in addition, I'm at the moment writing a lengthy indictment against our century.
1193.50 1198.28 SPEAKER_03  And when my brain begins to reel from my literary labors, I make an occasional cheese dip.
1198.28 1199.82 SPEAKER_02  It's, it's posting.
1200.02 1200.86 SPEAKER_02  It's just posting.
1201.12 1203.10 SPEAKER_02  This is, this is a man before the computer.
1203.28 1203.74 SPEAKER_02  Yeah.
1203.86 1207.16 SPEAKER_02  And, and the computer has made a lot of us into Ignatius Riley.
1207.58 1207.90 None  Yeah.
1208.52 1210.80 SPEAKER_03  That's what I, that's what I think ultimately it is.
1210.82 1215.66 SPEAKER_03  The, the people is Ignatius is, he's compelled to post.
1215.80 1222.32 SPEAKER_03  He's constantly writing, um, whether he is writing his, I have no computer and I must post.
1222.92 1223.36 SPEAKER_03  Effectively.
1223.46 1223.78 SPEAKER_03  Yes.
1223.78 1242.22 SPEAKER_03  Uh, he is writing his, as you know, indictment of everything that happened after 1350, basically just, but they're really just his random thoughts written in crayon on, um, on sort of these sort of tablet pieces of paper, um, that he just sort of leaves scattered around.
1242.38 1255.00 SPEAKER_03  Uh, when he gets a job, he just writes of his resentments of, um, having to work at Levy Pants, which is, I think probably the funniest, um, sequence, uh, in the novel, uh, which we'll talk about shortly.
1255.56 1271.30 SPEAKER_03  Uh, and you know, he is, um, but he, he feels as though this is, uh, this, imagine if Ignatius sort of was able to publish all of his little thoughts and then he found like 20 people or so who thought they were all awesome.
1271.48 1273.16 SPEAKER_03  He would generate lots more Ignatius.
1273.16 1274.16 SPEAKER_03  Absolutely.
1274.16 1281.72 SPEAKER_02  I mean, he, he, he writes all of this stuff in these, uh, big chief brand tablets, which are like little exercise books or composition books for children.
1282.24 1283.96 SPEAKER_02  Um, another sort of remedial thing.
1284.32 1297.06 SPEAKER_02  Uh, and at one point he writes down with the breakdown of the medieval system and he capitalizes medieval, the gods of, and all of these are capitalized at the start, chaos, lunacy, and bad taste gained ascendancy.
1297.06 1307.16 SPEAKER_02  And the thing is, if you posted that, there would be a bunch of statue avatar guys who all look and act like Ignatius Riley, just liking that, giving you a big thumbs up of encouragement.
1307.86 1313.10 SPEAKER_01  A tweet came across my, my timeline this week that just said, what if Ignatius Riley was a gamer?
1313.80 1316.76 SPEAKER_01  And I feel like that's just like, yeah.
1317.18 1318.68 SPEAKER_02  Exclusively plays Crusader Kings.
1318.76 1319.04 SPEAKER_01  Right.
1319.14 1319.54 SPEAKER_00  Exactly.
1319.76 1319.94 SPEAKER_03  Yeah.
1320.04 1320.24 SPEAKER_03  Yeah.
1320.30 1320.50 SPEAKER_03  Yeah.
1320.50 1320.58 SPEAKER_03  Yeah.
1320.58 1320.62 SPEAKER_03  Yeah.
1320.62 1320.94 SPEAKER_03  Yeah.
1320.94 1325.04 SPEAKER_03  So this is, let's, let's talk about the actual inciting incident, right?
1325.04 1328.86 SPEAKER_02  It, um, he, he gets harassed by the world's saddest cop.
1329.18 1329.50 SPEAKER_02  Yeah.
1329.66 1330.46 SPEAKER_02  Me as a cop.
1330.94 1339.88 SPEAKER_02  Patrolman Mancuso, a recurring character in this, whose job at the police department is to get bullied into doing the dumbest, gayest shit.
1340.42 1343.88 SPEAKER_02  Um, and it's just constantly harassed by everyone.
1344.32 1344.62 SPEAKER_02  Yes.
1344.74 1353.88 SPEAKER_03  The, the world's most harried cop, uh, decides to, because he's, he's charged with taking in at least one quote unquote suspicious character.
1353.88 1354.64 SPEAKER_02  Yeah.
1354.72 1356.54 SPEAKER_02  It's a, it's a make work thing by his sergeant.
1356.60 1359.46 SPEAKER_02  His sergeant wants him to bring in, bring, bring me a guy.
1359.58 1360.02 SPEAKER_02  Right.
1360.12 1366.36 SPEAKER_02  And, and Mancuso attempts to bring him the like preeminent guy of New Orleans, Ignatius Riley.
1366.78 1370.14 SPEAKER_02  Um, and very nearly starts a riot on Canal Street.
1370.48 1378.88 SPEAKER_03  Where, uh, an, an old man sort of starts accusing everybody of being communists, uh, Claude Robichaux, uh, and in the, in, in the ensuing, uh, scuffle.
1378.88 1384.72 SPEAKER_02  It's all written in, in like, uh, sort of in a way that evokes the accent.
1384.72 1388.58 SPEAKER_02  So not, not, not communist, but commonness.
1389.14 1389.62 SPEAKER_03  Commonness.
1389.92 1390.44 SPEAKER_02  Commonness.
1390.86 1408.26 SPEAKER_03  And, uh, Ignatius, of course, and his mother, um, run away to a bar called the Night of Joy, uh, which is like a, a, a struggling, um, uh, strip club where, uh, his mother begins drinking and Ignatius sort of huffily takes down several brandies.
1408.32 1415.78 SPEAKER_03  At which point his mother, um, uh, they are, they are thrown out by the proprietress, Lana Lee, who wishes to protect her investment.
1415.78 1418.08 SPEAKER_03  She's very worried about protecting her investment is Lana Lee.
1418.34 1424.76 SPEAKER_02  I should also say part of the reason why they are thrown out and why his mother is drinking so heavily is because Ignatius cannot be normal.
1425.36 1435.80 SPEAKER_02  Uh, and so, so he has, he tells her something like four times in sequence, the story of the only time he has ever left New Orleans, which is by Greyhound bus to Baton Rouge.
1436.20 1442.02 SPEAKER_02  Uh, and this is such a sort of like harrowing psychic ordeal that he, he can't face it.
1442.02 1446.52 SPEAKER_02  And his, his valve, his pyloric valve in his stomach sort of rebels against him.
1446.82 1448.00 SPEAKER_02  He has these huge belches.
1448.00 1453.60 SPEAKER_01  She also calls the proprietress a Nazi, which she gets called several times by several different characters.
1453.60 1465.62 SPEAKER_02  Oh yeah, Lana Lee, uh, this kind of like very imposing looking, very muscular leather trench coat wearing woman who is fully just like called a Nazi and kind of acts like one throughout.
1465.88 1466.08 SPEAKER_02  Yes.
1467.54 1483.80 SPEAKER_03  And, um, it's, uh, is then they, they, they leave, uh, well, hammered, uh, and you get into a car and then Irene promptly gets into an accident, which means that they owe $1,200, which is of course quite a bit of money.
1484.48 1486.74 SPEAKER_03  Um, Ignatius must then-
1486.74 1490.74 SPEAKER_02  I have the quote for this. Uh, this is Ignatius writing here.
1490.74 1493.24 SPEAKER_02  The gyro had widened.
1493.38 1494.66 SPEAKER_02  This is, you know, seek.
1495.02 1500.94 SPEAKER_02  Uh, the great chain of being had snapped like so many paperclips strung together by some drooling idiot.
1501.56 1508.86 SPEAKER_02  Death, destruction, anarchy, progress, ambition, and self-improvement were to be Piers Plowman's new fate.
1509.32 1510.76 SPEAKER_02  And a vicious fate it was to be.
1511.24 1515.14 SPEAKER_02  Now he was faced with the perversion of having to go to work.
1517.08 1518.70 SPEAKER_01  It's just like me, for real.
