0.00 15.88 SPEAKER_02  I anticipated the beat a little bit now.
419.06 421.58 SPEAKER_02  It sounds like the name of a woman who has a column in Tatlub.
421.58 421.98 SPEAKER_02  Okay.
422.48 431.38 SPEAKER_03  I mean, I saw news of it, but I didn't see any other vague details other than, yeah, that it was a bunch of hotels and it was a bunch of stores.
431.52 432.80 SPEAKER_03  What's impossible about it?
433.14 433.28 SPEAKER_01  Okay.
433.48 441.18 SPEAKER_01  So, the basic premise of it is, this is from its, like, brief.
441.18 450.88 SPEAKER_01  Say, the heart of the Norlana community, so it's a community of single family homes, even less ambitious than, like, the sort of giant hotel arcologies.
451.56 457.92 SPEAKER_01  Says, the heart of the Norlana community will be a spectacular waterfront promenade and open spaces designed to foster human connection.
458.02 458.82 SPEAKER_01  That's the first sentence.
459.30 459.46 SPEAKER_01  Okay.
459.46 460.36 SPEAKER_01  Here's the second sentence.
461.24 465.50 SPEAKER_01  Super yachts can sail into the marina and people will be able to enjoy first rate fine dining and shopping.
465.50 467.02 SPEAKER_02  Okay, great.
467.22 475.96 SPEAKER_02  So, it's, like, the Simpsons house times 500, but backing directly onto, like, the marina and Monte Carlo.
476.68 477.08 SPEAKER_01  Correct.
477.28 482.36 SPEAKER_01  But the Simpsons, here's what makes it impossible, which is that the Simpsons house, imagine the Simpsons house, right?
482.48 482.72 SPEAKER_01  Sure.
482.92 484.04 SPEAKER_01  Yeah, rotating in my mind.
484.24 486.74 SPEAKER_01  But cantilevered out over the water.
487.32 488.08 SPEAKER_01  No, fuck off.
489.02 491.52 SPEAKER_03  I don't, oh, hold on, I'm looking up a photo.
491.66 493.42 SPEAKER_03  I'm looking up a photo of this as soon as I can.
493.42 498.38 SPEAKER_02  Wait, so they're gonna have, like, stilted houses, like in a mangrove swamp or something?
498.62 504.18 SPEAKER_01  No, the idea is that all of the houses are supposed to look like they're part of the mountain.
504.66 505.30 SPEAKER_02  Oh, okay.
505.30 507.86 SPEAKER_02  What in a fucking Bond villain shit?
508.26 508.50 SPEAKER_02  Ah!
508.50 508.82 SPEAKER_02  Okay.
509.02 509.38 SPEAKER_02  Okay.
510.26 515.88 SPEAKER_02  And then you, like, step off your super yacht directly into your mountain fortress.
516.44 517.76 SPEAKER_01  Yes, more or less.
517.76 521.86 SPEAKER_03  This looks like a pixelated Skyrim village.
522.66 526.06 SPEAKER_03  This is, this looks so ugly.
526.96 528.52 SPEAKER_02  We've built desert mortal.
528.88 530.12 SPEAKER_02  There's, like, nothing to do.
530.76 532.26 SPEAKER_02  It's just, like, yeah.
532.46 547.58 SPEAKER_03  No, no, like, there's a building that looks sort of, I mean, it doesn't look like a mountain, but, yeah, you see these sort of tessellated buildings around here in Beirut a couple times, but it works because it's so, like, out of place with the rest of the city's architecture.
548.08 551.84 SPEAKER_03  It does not work when the entire thing looks like that.
551.92 552.88 SPEAKER_03  It just looks odd.
553.42 554.16 SPEAKER_03  But, you know.
554.20 555.52 SPEAKER_01  Just, like, plain backdrop.
556.04 556.38 SPEAKER_01  Yeah, yeah, yeah.
556.38 559.58 SPEAKER_01  It's basically a sentence of exclamation points.
560.12 565.34 SPEAKER_01  And it's, let me tell you a little more about the amenities that are, again, designed to foster human connection.
566.22 567.94 SPEAKER_01  Number one, number one amenity.
568.56 569.86 SPEAKER_01  Equestrian and polo estate.
572.80 574.72 SPEAKER_02  Ride your horse off the super yacht.
574.86 575.10 SPEAKER_02  Gotcha.
575.66 578.54 SPEAKER_01  Into the Simpsons house, which is cantilevered over the marina.
578.66 582.56 SPEAKER_01  Next to 120 other Simpsons houses also cantilevered over the marina.
582.56 587.60 SPEAKER_02  I just want to pause at this point to go back to all of the Neon marketing material, which they're really hyping up now.
587.68 590.62 SPEAKER_02  They're really pushing the, like, you know, what is Neon thing.
590.76 596.06 SPEAKER_02  They're doing promoted ads on Tumblr, of all things, which is the funniest group of people you could get to move to Saudi Arabia.
596.24 596.84 SPEAKER_01  Like, what we're going to get.
596.90 597.86 SPEAKER_01  Oh, look, they need furries.
598.20 602.06 SPEAKER_01  You know, they say, oh, we want the future of innovation at Neon.
602.16 603.34 SPEAKER_01  You will need furries.
603.62 604.18 SPEAKER_01  That's true.
604.78 615.70 SPEAKER_02  But the thing is, right, if you go back to that level of abstraction and that level of hype, the stuff that they talk about, even still, is like, this is going to change our ways of living.
616.14 619.84 SPEAKER_02  This is going to be the blueprint for, like, the city of the 21st century.
619.84 628.62 SPEAKER_02  You know, everybody is going to act and think differently about their own sissies because of what we're doing in the test bed here at Neon.
628.78 637.26 SPEAKER_02  And what the test bed turns out to be is, like, you jumping a horse off a super yacht into a pool.
637.92 638.16 SPEAKER_01  That's good.
638.34 640.80 SPEAKER_01  Well, but yeah, this is, every time I think about Neon, I'm always like...
640.80 645.06 SPEAKER_02  It's like a joke I would make about if the Saudis tried to design a luxury suburb.
645.06 652.46 SPEAKER_01  Like, you know, that's because, right, that's why I think Neon is so interesting and why we keep coming back to it and talking about it.
652.66 663.38 SPEAKER_01  It's because, like so many things, it's interesting to see what the global, like the 0.00001% imagined is desirable living.
663.82 670.50 SPEAKER_01  Because it always ends up being different kinds of airport lounge, just multiplied by between a thousand and a billion.
670.50 671.90 SPEAKER_03  I get frustrated.
672.36 691.20 SPEAKER_03  I mean, this is a larger philosophical thing, but I get frustrated by how the super rich, like, no longer have a reputation for being sort of like, I don't know, I don't know, very concerned with the minutiae of art and architecture and trying to see culture.
691.20 703.84 SPEAKER_03  They have less culture and less want to, like, live deliciously in the way that, you know, generations of old would like to.
704.20 709.16 SPEAKER_03  They have to, like, this is, like, I said, I literally just said this, this is obscenely ugly.
709.32 712.80 SPEAKER_03  I wish listeners, like, look this up on Google while you're listening to this.
713.64 715.06 SPEAKER_03  Why would you live there?
715.32 716.52 SPEAKER_03  Why would you want to?
716.52 737.02 SPEAKER_02  You can sort of think about AI in the same way, that all these guys love both the kind of, like, insane rich people minimalism, of, like, having an entirely, like, white, empty house, and just handing off little design details or things like that to AI, so, like, nobody's involved in thinking about them, and it's just, like, thoughtlessly stealing somebody else.
737.02 749.66 SPEAKER_02  And, perversely, right, I think the last rich guy to care about the fixtures and fittings and making them not beautiful, but, like, he thinks they're beautiful, may be Donald Trump.
749.86 765.00 SPEAKER_02  Because I think he's insecure enough that, like, and vain enough that he's the only guy who's thinking, I want the, like, screen on the, like, you know, private plane to, like, have a little Trump logo on it when it boots up kind of thing.
765.08 767.90 SPEAKER_02  Or I want this escalator to be made of gold, right?
767.94 771.06 SPEAKER_02  It's tacky as fuck, but he's the only one thinking about these things.
771.06 776.10 SPEAKER_03  He's between new money and old money, and he's trapped in his own kind of Tartarus.
776.36 777.36 SPEAKER_01  No, no, no, I think that's a good point.
777.36 782.30 SPEAKER_01  So the style that you're talking about is properly called eco-modernism.
783.00 789.16 SPEAKER_01  And any time any rich weirdo plans an intentional community, they always go for eco-modernism.
789.70 790.16 SPEAKER_01  Like, always.
790.44 792.08 SPEAKER_01  Like, Prospero was eco-modernist.
792.20 793.88 SPEAKER_01  Everything in Neom is eco-modernist.
794.18 803.66 SPEAKER_01  Like, all of the strange cities that we're talking about in Northern California, those, like, well, actually, that's an exception, because that one is designed to be, like, a based epic walkable trad city.
803.66 813.26 SPEAKER_01  But anything that's, like, all the other ones are eco-modernist, which is this strange, empty, hotel-like way of living.
813.76 816.88 SPEAKER_01  A few more things, a few more things that the Norlana offers.
817.34 819.62 SPEAKER_01  It offers luxury boutiques and art galleries.
819.96 827.44 SPEAKER_01  It offers an 18-hole signature golf course in what is supposed to be the most sustainable community in the entire, in all of history.
827.86 828.68 SPEAKER_02  Okay, sure.
828.78 832.48 SPEAKER_02  But again, though, like, that's nothing.
832.48 837.82 SPEAKER_02  Like, in some ways, this is a leveler, in that, like, fucking dentists play golf.
837.96 840.66 SPEAKER_02  Like, there comes a certain threshold of wealth, right?
840.70 851.94 SPEAKER_02  At which point, things like golf become accessible to you, where there is a decreasing difference between, like, owns five car dealerships, and is Mohammed bin Salman.
852.22 853.52 SPEAKER_02  And that's insane.
854.20 862.74 SPEAKER_01  Well, I think that it's, is Mohammed bin Salman, I guess, because he can't imagine anything other than just being a bigger version of the guy who owns five car dealerships.
862.94 870.04 SPEAKER_01  As he's just like, okay, well, I guess what I'll do is I'll just, I'll own hundreds of 18-hole golf courses.
870.98 871.48 SPEAKER_02  I also...
871.48 874.76 SPEAKER_02  He won 18,000 golf, 18,000-hole golf course.
874.88 876.24 SPEAKER_03  I also say two things.
876.24 894.96 SPEAKER_03  One is that saying things that have an art gallery is not really, like, a bellwether of community and luxury, because anyone who has ever been to, like, a plethora of art galleries will know that most art galleries are incredibly tacky, and they feature a lot of pop art.
895.42 909.80 SPEAKER_03  Like, in Venice, for example, there, I would walk by constant art galleries, quote-unquote, which were just filled with, like, portraits of Mickey Mouse in, like, weird colors, or lots of portraits of the Joker.
910.74 912.20 SPEAKER_03  Lots of portraits of the Joker.
912.44 916.74 SPEAKER_03  Every city I go to, if you look in art gallery, there is a portrait of the Joker somewhere.
916.84 918.32 SPEAKER_03  It's actually quite astounding.
919.08 919.78 SPEAKER_03  The Hockey Phoenix Joker.
919.78 920.64 SPEAKER_03  That's what this is going to be.
921.00 921.18 SPEAKER_02  Yeah.
921.58 926.80 SPEAKER_02  We're going to have a bunch of Joker pop art paintings facing out onto the super yachts.
926.84 927.06 SPEAKER_03  Yeah.
927.06 934.18 SPEAKER_03  And also, I mean, I hate to say this, because I feel like many at home will disagree with me.
934.66 945.22 SPEAKER_03  I wish that there were more projects with, like, weirder, more niche inspirations, like the Poundland, that's the name of the store.
945.36 945.86 SPEAKER_03  Poundbury.
946.36 948.06 SPEAKER_02  Oh, yeah, Prince Charles.
948.24 949.06 SPEAKER_02  Yeah, yeah, yeah, yeah.
949.12 949.52 SPEAKER_02  Yeah, yeah, yeah.
949.60 955.60 SPEAKER_03  Like, that's, it's made with a certain sort of, like, mood and time period in mind.
955.60 959.40 SPEAKER_03  And it has a consistent architectural style.
959.62 960.44 SPEAKER_03  It's identifiable.
961.08 978.64 SPEAKER_03  It looks really uncomfortable to live in, but, like, at least there's, like, there's a thought process behind there with an ideology that is not just, like, I love, like, as you said, Riley, like, minimalism and going into airport lounges.
979.08 984.38 SPEAKER_02  You're in a king's, like, nightmare of neoclassicism, but at the same time...
984.38 984.40 SPEAKER_02  That's something.
984.68 985.44 SPEAKER_02  Yeah, there's a vision.
985.88 992.78 SPEAKER_02  There is a vision, as opposed to just kind of, like, nihilism and, like, architecture firm grifting.
993.16 999.54 SPEAKER_01  Are we basically saying, say what you will about, like, base trad walkable Poundbury, at least it's an ethos?
999.56 1000.40 SPEAKER_01  Basically, yes.
1000.40 1000.76 SPEAKER_01  Exactly!
1001.12 1001.50 SPEAKER_01  Yeah!
1001.50 1004.76 SPEAKER_02  Yeah, if I was sort of...
1004.76 1022.74 SPEAKER_02  If the fight of the future is between eco-modernism, where everything looks like, you know, the house that Kanye West posts from, or, like, the theme parks in China that they made when money wasn't real, where they were just copying and pasting French chateaus in, like, suburb design?
1023.24 1025.30 SPEAKER_02  Give me the second one, I guess.
1025.50 1025.68 SPEAKER_03  Yeah.
1025.68 1027.96 SPEAKER_02  I hate both of them, but...
1027.96 1030.20 SPEAKER_03  I would absolutely live in Chinese Paris.
1030.60 1031.48 SPEAKER_03  Like, let's be real here.
1031.84 1032.72 SPEAKER_03  Let's not dance around.
1032.72 1033.88 SPEAKER_01  Yeah, no, 100%.
1033.88 1034.92 SPEAKER_01  Yeah, yeah, yeah.
1035.00 1035.34 SPEAKER_01  All right.
1035.70 1035.98 SPEAKER_01  All right.
1036.22 1036.94 SPEAKER_01  Anyway, anyway.
1037.46 1038.78 SPEAKER_01  I want to move...
1038.78 1044.68 SPEAKER_01  Now, we were going to talk about Neom towards the end, but we did dessert first today, because we were already there.
1044.68 1050.46 SPEAKER_02  And now I'm going to be thinking about Paris brackets Chinese for the rest of the episode, so thank you for that, Seamus.
1050.92 1051.64 SPEAKER_01  It was my pleasure.
1051.78 1051.98 SPEAKER_01  All right.
1051.98 1055.90 SPEAKER_01  So, last time, Seamus, we had you on.
1056.24 1069.46 SPEAKER_01  It was just after October 7th, and we spoke about sort of what Israel had been doing in Gaza, and we talked about, I'd say, the...
1070.90 1080.40 SPEAKER_01  I want to say chaos and short-sightedness, just on a strategic level, that would lead to a huge amount more suffering in the region and expansion of the conflict.
1080.40 1088.48 SPEAKER_01  And let's say, undeterrable maximalism on the part of the Israeli government that the U.S. was willing to...
1088.48 1094.40 SPEAKER_01  And we U.S. American allies were all but willing to encourage and tolerate rather than, you know, rein them in.
1094.90 1100.46 SPEAKER_01  And I would say that a lot of what we talked about is about to happen on that episode has happened.
1100.66 1116.96 SPEAKER_01  And now that the conflict is spilling over, or appears to be at risk of spilling over, into sort of, into neighboring countries, whether that is through activity in Yemen, through targeted assassinations in Lebanon, or, in fact, also just bombardment of towns in southern Lebanon by Israel.
1116.96 1118.16 SPEAKER_02  Attacks on U.S. bases in Iraq.
1118.42 1120.64 SPEAKER_01  I mean, this is all stuff that's already happening.
1121.32 1125.24 SPEAKER_01  And we're going to revisit this partly because we took a decision when that happened.
1125.34 1134.20 SPEAKER_01  It was like, what we know about is, like, British, mostly, media, and sort of, and the strange people that inhabit it, as well as people like Bill Ackman.
1134.96 1144.94 SPEAKER_01  And so we will talk mostly about domestic, the domestic ramifications of this for now, but we're going back to the actual region for a time.
1145.50 1148.90 SPEAKER_02  Yeah, once we have someone who knows what they're talking about, which we now thankfully do.
1149.30 1149.50 SPEAKER_01  Yeah.
1149.92 1152.96 SPEAKER_01  So I guess I'll start by asking you this question, Seamus.
1153.34 1156.46 SPEAKER_01  On October 8th, Israel was waging one kind of war.
1156.46 1159.02 SPEAKER_01  Do you think they're waging a different kind of war now?
1159.02 1164.42 SPEAKER_03  Um, I think, that's a very good question.
1164.96 1180.10 SPEAKER_03  I think so in the sense that the different kind of war, I think, is far more dangerous to Israel's, I don't want to say survival as a nation, because that, I think, buys into the narrative that they're pushing on their own citizens.
1180.10 1188.22 SPEAKER_03  But I think it's survival in its current state, in the state that it has been commonly understood to exist in for the past 75 or so years.
1189.02 1204.74 SPEAKER_03  Um, what they are risking right now by continuing to push and massacre into Gaza against right now in active International Court of Justice case against them for violating a genocide convention.
1205.08 1212.38 SPEAKER_03  They're pushing forward with that, calling the people who back the case Nazis in South Africa as, as in league with Hamas.
1212.38 1227.84 SPEAKER_03  pushing into Lebanon, into a war that I don't think Israeli generals actually want to, uh, they may, they, of course, would like to defeat Hezbollah, but I think they know that that's a bad move to make.
1227.90 1233.16 SPEAKER_03  But they feel like their hands are being forced by the thousand people who've been displaced.
1233.16 1236.02 SPEAKER_03  They feel that that conflict is probably inevitable.
1236.92 1245.36 SPEAKER_03  Um, they, they feel that they need to bring in the United States to fight their war, uh, in Yemen for them, to, to bring that war there.
1245.36 1246.04 SPEAKER_03  Hmm.
1246.36 1248.68 SPEAKER_03  This is not a war that can be fought.
1249.16 1257.78 SPEAKER_03  This is, this is a war that is being forced into a multi-front regional war that I am unsure Israeli society is prepared to deal with.
1258.26 1266.92 SPEAKER_03  Because what is the, the general propaganda strategy that Israel has deployed over the past 75 years?
1267.32 1275.68 SPEAKER_03  It's the idea that Israel is a Western nation, that it is, as Herzl envisioned, a bulwark, uh, against, um, Arab barbarism.
1276.36 1285.82 SPEAKER_03  And it is a democratic nation that has a Western standard of living and, uh, is a professional fighting force.
1286.36 1294.50 SPEAKER_03  What we've seen so far is, uh, I believe the numbers are, uh, 12,000, uh, IDF soldiers are now disabled.
1294.96 1300.30 SPEAKER_03  Um, perhaps that number, uh, escalates to 20,000 when we talk about people with PTSD.
1301.04 1301.16 SPEAKER_03  Hmm.
1301.28 1306.42 SPEAKER_03  Um, the IDF military sensor has attempted to cover up how many injuries there are.
1306.70 1313.64 SPEAKER_03  Um, people coming out, talking about how within 12 hours of them entering Gaza, their tanks were blown up and they were maimed.
1313.76 1315.06 SPEAKER_03  Their limbs had to be amputated.
1315.82 1323.46 SPEAKER_03  Um, then they have to go into the North and deal with a force that is far more better equipped and trained than Hamas with Hezbollah.
1323.88 1335.58 SPEAKER_03  This, the fact that they are going to have to deal with the knockdown effects of the Houthi blockade, Hezbollah in the North, Gaza in the South, uh, and potentially whatever else that may come.
1336.26 1338.78 SPEAKER_02  And the international ramifications of the ICJ stuff too.
1339.32 1339.72 SPEAKER_03  Exactly.
1340.12 1354.98 SPEAKER_03  This is going to be, the next few years, next couple of years, I think are going to be extremely formative in the sense that the war that is being waged right now is going to create a society that is going to come to an extreme turning point.
1355.72 1364.26 SPEAKER_03  And I think it's going to become a nation that is, uh, more quote unquote, uh, liberal in the short term.
1364.62 1367.50 SPEAKER_03  In that, I don't think Netanyahu is going to survive the next election.
1367.94 1369.86 SPEAKER_03  I don't think the current government is going to survive the next election.
1369.94 1370.74 SPEAKER_03  They absolutely hate it.
1371.20 1387.04 SPEAKER_03  But the environment that has been created, um, against Palestinians, against Arabs, uh, against Iran, I think it's going to create a chimera of war and want for destruction that is irreparable.
1387.64 1395.00 SPEAKER_03  And it's going to lead to something, uh, truly mortifying beyond, I think, uh, what we can comprehend.
1395.64 1416.30 SPEAKER_02  I've thought about this too, because, um, as far as the sort of dynamic of the Israeli left versus the Israeli right, or Israeli liberals versus the Israeli right, um, where for a long time this settlement was, I, I think a lot about the Netanyahu campaign ad where, you know, the, the Israelis are like on the beach and he's like batting, you know, threats away and stuff.
1416.36 1418.20 SPEAKER_02  And it's like, this is the deal, right?
1418.28 1431.78 SPEAKER_02  Is we do the kind of like managed brutality, we do maintenance, we kind of like, we mow the lawn and in return, you get to sort of like, uh, you know, be on the beach, you get to work, you know, developing apps or something.
1432.20 1440.38 SPEAKER_02  And you have this kind of like nice, ostensibly progressive in some ways society, uh, which is like untroubled by these things, right?
1440.78 1443.76 SPEAKER_02  Um, and then that was just like instantly destroyed.
1443.76 1458.68 SPEAKER_02  And I, I don't know what's, what's downstream of this other than like you replace Netanyahu with like some kind of more ostensibly liberal and serious and maybe less personally corrupt guy who is now in charge of a society Benning Yance.
1458.90 1459.38 SPEAKER_02  Yeah, exactly.
1459.48 1467.18 SPEAKER_02  Who is now in charge of a society which is like, uh, a hundred percent committed to, uh, exterminate the brutes, you know?
1467.18 1478.80 SPEAKER_03  Yeah, no, like I, there was a billboard that just appeared today just to illustrate what's being discussed here where it's, it's saying that Netanyahu is good for the Arabs.
1479.30 1485.46 SPEAKER_03  The opposition here is not based on the fact Netanyahu is waging a war of extermination.
1485.66 1491.68 SPEAKER_03  The opposition is that Netanyahu has endangered Israelis by taking his eyes off the ball in Gaza.
1491.98 1499.40 SPEAKER_03  It is always, yeah, the opposition is always in the direction of there needs to be more done against the Palestinians.
1499.60 1512.20 SPEAKER_03  It's never from the perspective that, almost never from the perspective that it shouldn't be, uh, uh, that, that, that a different strategy of possibly reconciliation or more rights or, or negotiation should be, should be pursued.
1512.42 1516.82 SPEAKER_03  I mean, the Israeli left, which Alice had to correct herself from saying because
1516.82 1518.76 SPEAKER_02  the Israeli left decision.
1519.44 1519.62 SPEAKER_02  Yeah,
1519.62 1524.52 SPEAKER_03  it's so marginal, uh, beyond, I think, what many people can comprehend.
1524.52 1535.56 SPEAKER_03  And even within that marginal, uh, left, the things that we would traditionally see as left-wing in the context of, like, apartheid South Africa, for example.
1536.02 1544.40 SPEAKER_03  In apartheid, there were lots of Afrikaners who were not only working against apartheid, but they were literally with the African National Congress.
1544.98 1554.42 SPEAKER_03  Um, people like Joe Slovo, that's a famous example of somebody who, uh, was technically a, a, a white settler in South Africa.
1554.42 1559.84 SPEAKER_03  He was from that sort of lineage and he was a communist leader.
1559.84 1565.26 SPEAKER_03  He was a militant leader with the African National Congress with the communists, uh, and he fought apartheid that way.
1565.66 1569.02 SPEAKER_03  Um, then we contrast that with Israel here.
1569.02 1582.34 SPEAKER_03  And after three months of genocide, um, the only person, there's only been one person so far who has refused to come up to, uh, military service with the IDF.
1582.74 1583.18 SPEAKER_03  One person.
1583.18 1583.66 SPEAKER_04  Yeah.
