0.00 15.98 SPEAKER_02  Hi everyone, welcome to this episode of TF.
186.06 192.16 SPEAKER_00  I've become one of these people because recently one of my bin lids got stolen or, like, got taken away.
192.16 193.22 SPEAKER_00  What the fuck?
193.58 194.28 SPEAKER_00  Jesus, okay.
194.42 196.00 SPEAKER_03  We need to triple the Mets funding.
196.00 203.30 SPEAKER_00  And all of a sudden, I realized, number one, I do want the police with the machine guns to come to my pocket of the London suburbs.
203.30 209.76 SPEAKER_00  But also, I do want a personalized message from the prime minister saying that he cares about my bins and will tackle the problem.
209.76 217.52 SPEAKER_02  Well, I think that Rishi Sunak is, like, three unfavorable polls away from being like, I will make whatever video you want.
217.90 225.68 SPEAKER_00  I will- I will, like, Rishi Sunak will go on Cameo and he will- Yeah, he will just say whatever you want.
226.00 228.16 SPEAKER_02  Rishi Sunak will ride the bang bus.
228.28 229.60 SPEAKER_02  He'll get into the fake taxi.
229.86 230.88 SPEAKER_02  Please vote for him.
230.88 234.88 SPEAKER_02  So, basically-
235.40 238.00 SPEAKER_03  Bang campaign bus, thank you. Bang battle bus!
238.26 238.90 SPEAKER_02  There we go.
239.32 240.76 SPEAKER_03  Alright, sometimes it takes two.
240.94 245.62 SPEAKER_03  Yeah, the bang battle bus is going to drive to every constituency under threat, which is most of them.
245.62 253.70 SPEAKER_03  And Rishi Sunak is going to get backshots in a way that sort of reassures voters that he cares about their priorities.
253.70 257.80 SPEAKER_01  I've come to- I've come to Reading to do the crazy monkey.
259.90 262.00 SPEAKER_03  Guys, I'm gonna ride the Sibian.
265.92 277.14 SPEAKER_02  You know, so what they did, right, is they had this thing where you could basically get a very limited sort of- Like how, you know, like a preschool game might be limited version of a Cameo.
277.50 282.18 SPEAKER_03  Oh, they did like a sort of full motion video, like choose your own adventure Rishi Sunak thing.
282.18 283.88 SPEAKER_02  Yeah, choose your own Sunak.
284.76 288.82 SPEAKER_02  And so, the system then shows a video of the Prime Minister addressing you directly.
289.38 299.74 SPEAKER_02  And so, Sunak would have had to put on his quarter zip, sit down in the house in Yorkshire he never goes to, and then say, hi, Simon, I'm concerned about the NHS too.
300.34 303.38 SPEAKER_02  And then it shows like, you know, things like the Simon Times, right?
303.48 305.02 SPEAKER_02  The NHS solved, you know.
305.26 309.48 SPEAKER_02  Again, completely baffling, just totally toadying.
309.48 312.58 SPEAKER_03  Whose vote would have been swayed off of that?
312.72 318.82 SPEAKER_03  What kind of, like, seal-brained imbecile would watch this and be like, that's my name.
318.94 322.64 SPEAKER_03  He said the name that I have, so I should vote for him now.
322.98 324.24 SPEAKER_02  But of course, right?
324.48 327.38 SPEAKER_02  This is sort of where the DeSantis comparison came for me.
327.38 346.94 SPEAKER_03  I mean, like, this is the other thing too, is that, like, the other end of that is, if you're already commissioning a video from Rishi Sunak, if you're messaging Rishi Sunak that's like, can I get two photos of you fixing the NHS, one with your panties pulled to the side, you're already gonna fucking vote for him because you're, like, invested in that too much.
347.30 357.86 SPEAKER_03  Unless he's, like, reaching out and, like, depositing those videos in, like, sort of, like, a broader way, then this is just weird fan service.
357.86 364.38 SPEAKER_02  So I think you're meant to put them on social media and be like, wow, the prime minister said, promised me he's gonna fix the NHS.
365.10 374.50 SPEAKER_02  So, of course, this is where the DeSantis comparison comes in, though, which is Guido Fox then signed up as Nigel Farage.
374.82 380.46 SPEAKER_02  So it says, hi, Nigel, I too think immigration is too high, the Farage Times, blah, blah, blah.
380.98 381.14 SPEAKER_02  Right?
381.60 382.18 SPEAKER_02  Very funny.
382.44 383.04 SPEAKER_02  Yeah, good.
383.04 387.68 SPEAKER_02  But then it's, um, number one, how do you not notice that?
388.00 394.36 SPEAKER_02  But number two, that is just the dynamic of Ron DeSantis, of being constantly, um, bounced into...
394.36 395.56 SPEAKER_02  Cocked and owned, yeah.
395.82 406.42 SPEAKER_02  Yeah, because basically, the whole Tory party has always said to Nigel Farage, we please join the Tory party, we'd welcome you in the Tory party, for the love of God, we'll do anything you want.
407.00 412.86 SPEAKER_02  And then it's just being pranked by a newsletter, essentially, right, by a sort of right-wing blogger.
413.04 420.48 SPEAKER_03  I'm gonna, I'm gonna sort of refine the point here a bit, because I don't think this is DeSantis so much as this is Jeb Bush shit, you know?
422.24 461.30 SPEAKER_02  So, it's, I think he's a, it's not a perfect comparison, but the reason I talk about the DeSantis thing is that this is someone who is desperate for your support, and will do anything on the internet to get it, and who lives on the internet, who responds to everything from the internet, who can be bounced into any, like, I think that the whole, the whole Rwanda thing becoming a, um, like, the whole sort of plan, right, to crack down on immigration so much that you're breaking international law, that you're breaking the UK's treaty commitments, to say nothing of the, um, I'd say, sort of human costs imposed of it, just from the perspective of the people who think that those are the most important things, right?
461.30 470.50 SPEAKER_03  You're doing that because you're chasing, sort of, irrelevances, or former irrelevances, like Lee Anderson, or, like, any of the other ERG people, or just fucking groipers on the internet, you know?
470.76 483.14 SPEAKER_03  And I think that is the DeSantis thing, of being, like, based Kerkestani 1488 is gonna love me, and vote for me, and that's gonna swing things my way, providing I'm, you know, sort of debased myself enough.
483.30 498.44 SPEAKER_00  Not the issue that I have, but the sort of, minor disagreement I have, read the DeSantis thing, is that it kind of, it feels like with DeSantis, from what, like, and bearing in mind I didn't pay attention to him for, like, a while, so this is based on the very little that I know about him.
498.92 513.40 SPEAKER_00  Like, DeSantis very much, sort of, went in on a culture war, um, flirting, and it may have worked, like, on a state level, but what he sort of finds out is that, like, when you sort of expand it beyond these very, kind of, minor state-related issues, it doesn't quite work.
513.66 517.88 SPEAKER_00  But with Sunak, he, I don't think, like, the thing with Sunak is that he never really, wanted to do that.
517.96 525.90 SPEAKER_00  Like, he's sort of taken over the Tory party, which is, I imagine, something that he's kind of wanted to do purely for, like, the reasons of his CV, more than anything else.
526.24 541.30 SPEAKER_00  And so he kind of thinks that, like, okay, he can sort of get away with the technocratic management, you know, things ticking along just as the way that they are, only to, like, have taken over the Tory party when, uh, everything has basically gone to shit and they're going insane.
541.30 550.66 SPEAKER_00  And so he now has to kind of, like, capitulate to the most insane people, both in his party and, like, whatever is left of the people supporting him.
551.46 555.40 SPEAKER_00  Um, and what you can see throughout is that he's just not convinced by any of it.
555.44 565.66 SPEAKER_00  And I feel like if you're going to do, if you're going to do something like that, especially if you're going to do it on, like, a highly personalized level, you've at least got to, like, pretend that you're sort of, like, you're convinced by it.
565.66 567.40 SPEAKER_03  No, he just wants to get out of here.
567.48 573.32 SPEAKER_03  He just wants to do the, like, get done with it, be an ex-prime minister, go to California.
573.78 573.92 SPEAKER_02  Yeah.
574.08 575.10 SPEAKER_03  Uh, yeah.
575.22 578.30 SPEAKER_02  I think that's, that's, this is the, you're right.
578.44 582.44 SPEAKER_02  DeSantis is a much more enthusiastic culture warrior than Sunak.
582.58 594.44 SPEAKER_02  Sunak was bounce, again, bounced into it, but just the propensity to be bounced into stuff, uh, by opponents who you're trying to suck up to and also hate you is very amusing.
594.44 602.72 SPEAKER_00  I'm looking forward to when Keir Starmer sort of has to do this for, like, a much longer period, because at least with, like, Rishi Sunak, like, there is sort of, like, an end game approaching, right?
603.18 620.78 SPEAKER_00  Like, he doesn't have to do, he doesn't have to debase himself for that long, but, like, Keir Starmer's entering this, like, for the long haul, and he's going to really have to sort of, kind of, capitulate to the worst fucking tendencies of these people, and I'm both horrified but extremely excited for how he's going to handle this.
620.78 624.48 SPEAKER_02  Let's see what, like, what ninja weapon he bans next.
625.86 634.22 SPEAKER_02  For listeners in the States who might not have seen this, Keir Starmer has come out on a full-throated ban on ninja swords.
635.06 636.04 SPEAKER_02  Ninja swords.
636.32 638.04 SPEAKER_03  Really, the really pressing information.
638.20 640.02 SPEAKER_03  My question is, how are you going to enforce that?
640.06 640.78 SPEAKER_03  How are you going to find them?
641.56 642.26 SPEAKER_02  That's right.
642.26 644.26 SPEAKER_02  Like, you know, they're...
644.26 658.34 SPEAKER_03  The shogun has ordered a sword hunt, you know, to bring an end to the warring states period, well and truly, and unify the country, and that's going to be fine.
658.50 659.48 SPEAKER_03  It's going to work perfectly.
659.74 662.12 SPEAKER_02  How are you going to find the ninjas to arrest?
662.20 665.40 SPEAKER_02  Because most of them are just moving the scenery in the play.
665.40 666.66 SPEAKER_02  They're not actually...
666.66 668.54 SPEAKER_03  Imagining...
668.54 675.74 SPEAKER_03  Imagining Starmer as a kind of, like, Tokugawa-like figure is very funny, you know.
677.08 691.20 SPEAKER_03  Just like, he's come out the end of this, like, three-way factional war, you know, and was lucky enough to stay out of the invasion of Korea, which I guess is Brexit here, and now his reward is become obsessed with ninja swords.
691.20 695.66 SPEAKER_03  I've got 30 Dutch cannon that I'm going to use.
700.08 704.30 SPEAKER_02  No, the, um, look at this is, but it's, I think it's like, it's similar.
704.60 704.86 SPEAKER_03  It is...
704.86 706.08 SPEAKER_03  Corbyn Oden Obenaga, then.
706.26 709.90 SPEAKER_03  Sorry, I'm not, I'm not going to just do this for the rest of the episode, but it is
709.90 710.24 SPEAKER_02  tempting.
710.70 711.70 SPEAKER_03  Yeah. Why not?
712.12 713.50 SPEAKER_03  Shouldn't have attacked those monasteries.
714.16 725.22 SPEAKER_02  No, the, but this is, again, like, this is someone who is consistently, not saying that Starmer has to be bounced into any kind of, like, cruel or authoritarian position or...
725.22 726.48 SPEAKER_02  No, it's instinctive for him.
726.58 731.72 SPEAKER_02  It's instinctive, but which cruel and authoritarian position he does go into is kind of a bounce.
732.16 745.24 SPEAKER_02  Um, that, yeah, again, responding to people being less safe in Britain, for we all know fucking why, being like, well, we're going to ban more kinds of sword, which, we were talking about this earlier, Alice.
745.24 745.68 SPEAKER_02  Yes.
745.68 751.46 SPEAKER_02  Really, what that has been is an expansion of police power to go into your house and take your kitchen knives if they want to.
751.86 759.56 SPEAKER_03  Yeah, I mean, this is the thing that sounds like, properly, like, civil libertarian, is, uh, knife law in the UK is absolutely incoherent.
759.76 765.36 SPEAKER_03  And the thing is, right, we have to take this as a kind of failure of every other possible policy.
765.36 777.58 SPEAKER_03  We can't do any of the stuff that we know alleviates crime and alleviates violent crime, like, for instance, alleviating poverty, um, or, like, anything else good to build social cohesion.
777.96 784.48 SPEAKER_03  Now, we can't even do the stuff that we know doesn't work, like more cops or stop and frisk, because that costs money, too.
784.72 791.20 SPEAKER_03  So all we can do is give the five cops who are left more powers to, like, uh, take your nail scissors away.
791.74 812.68 SPEAKER_03  And it just kind of, it's at a point now where we're so focused on whatever kind of, like, ninja swords, zombie knife bullshit, instead of any of the material reasons why people are more likely to commit crime, that it just kind of profoundly depresses me, apart from anything else.
813.18 819.18 SPEAKER_00  Surely, like, a better approach would be to, like, train your own sort of, like, elite samurai unit to take on the ninja swords.
819.18 823.84 SPEAKER_03  I think the Met Police should have, should hire some ronin, yes.
824.18 842.02 SPEAKER_03  What you need to do, right, clearly, is, is, is you take the, you take the people who are best at doing knife crime, you make them cops in the anti-knife crime unit, because, clearly, you know, you're taking the, sort of, best swordsmen off the street, and, and you sort of bring them inside the imperial fold.
842.44 844.40 SPEAKER_02  You know what you've just proposed the formation of?
844.76 847.76 SPEAKER_02  You've just proposed the formation of the British Shinsengumi.
847.76 848.48 SPEAKER_00  Mm-hmm.
849.18 850.64 SPEAKER_00  Yeah, let's do it.
850.96 864.44 SPEAKER_00  Or you just need, like, one guy who's, like, modeled on, like, guts from Berserk, like, the dark sword, like, the black swordsman, and every, and, like, the black swordsman job is to just go around London with his giant sword, uh, to take out everyone with, like, the zombie knives.
864.76 865.04 SPEAKER_03  Yeah.
865.04 866.78 SPEAKER_00  And he becomes, like, a legend, right?
866.86 871.54 SPEAKER_00  So it's just, like, you know, um, you know, it's, it's not even, like, the elite, the elite unit.
871.54 871.92 SPEAKER_00  Pays for itself.
872.46 872.60 SPEAKER_00  Yeah.
872.74 877.74 SPEAKER_00  You solve, you solve the crimes by, like, building up the mythology of the black swordsman who roams around Whitechapel.
877.74 880.68 SPEAKER_03  All right.
880.68 884.34 SPEAKER_03  Well, we've solved knife crime, which is pretty good for the first 15 minutes of the episode.
885.34 888.50 SPEAKER_02  The only way to solve knife crime is with knife law.
890.04 891.28 SPEAKER_02  The knife cop.
891.52 892.28 SPEAKER_00  The knife's cop.
892.28 892.70 SPEAKER_00  This is it.
892.76 893.10 SPEAKER_00  This is it.
893.14 893.92 SPEAKER_00  I'm, like, half serious.
894.02 897.94 SPEAKER_00  Like, you need to bring honor back into knife, like, into, into knife wielding.
898.02 910.88 SPEAKER_00  And if there is a sense of honor, um, then at the very, you know, you can sort of minimize the sort of, uh, yeah, you can, you can minimize it by turning it into a noble art of which, like, there is, like, a gentleman's code to doing.
911.10 912.34 SPEAKER_03  You're not actually right.
912.40 916.78 SPEAKER_03  It's, it's, like, mostly it's just this new phrase that, you know, everyone's using, but it's not right.
916.88 917.90 SPEAKER_03  It's social cohesion, right?
917.90 932.64 SPEAKER_03  Like, there are tons of societies where fucking everyone has knives, where the knife crime rate is significantly lower because people don't want to stab each other because their lives are, you know, more consistent and coherent and better in that way, you know?
933.18 940.48 SPEAKER_03  You have to embrace Finnish mentality where the knife crime rate drops precipitously and the suicide rate goes up hugely, you know?
941.14 944.28 SPEAKER_03  You can carry a knife around, but you do have to have depression.
945.86 950.02 SPEAKER_02  It's, it's, it's either that or have a second Ikedaia Inn incident, uh, in Whitechapel.
951.08 952.16 SPEAKER_02  Yeah, let's do it.
952.26 955.20 SPEAKER_02  So, anyway, anyway, I want to move on, though.
955.76 960.42 SPEAKER_02  Um, I want to talk about one new friend who's associating with some old friends.
960.84 963.54 SPEAKER_02  So, now, a prelude to this.
963.66 977.64 SPEAKER_02  As you know, we do not talk directly about American politics, um, unless it is a useful comparator case for something else or people who we're familiar with in other ways are getting directly involved.
977.64 983.92 SPEAKER_02  So, bearing that in mind, having done a little bit of the former, it's now time to do a little bit of the latter.
984.86 992.22 SPEAKER_02  Because DeSantis out isn't the only, um, sort of relevant U.S. primary season comparator for us to talk to.
992.32 994.54 SPEAKER_02  Who do we know in U.S. primaries right now?
994.54 999.90 SPEAKER_02  Well, so, we don't know Dean Phillips yet, but Dean Phillips knows some of our friends.
1000.36 1000.68 SPEAKER_03  Ah.
1000.98 1003.92 SPEAKER_03  Well, any friend of our friend is a friend, you know?
1004.28 1008.04 SPEAKER_03  That classic saying expressed as elegantly as possible.
1008.04 1015.98 SPEAKER_02  Um, you know, if, if Dean Phillips is willing to draw the sword for the Met Police Shogun, then, uh, he is welcome in my, uh.
1015.98 1020.88 SPEAKER_03  Yeah, Dean Phillips is sort of, like, in our, like, extended clan network now.
1020.88 1021.14 SPEAKER_03  Yes.
1021.20 1025.00 SPEAKER_03  You know, he's, he's not one of our retainers, but our retainers know him.
1025.16 1027.22 SPEAKER_03  So, he's sort of like, he's a bannerman.
1027.34 1027.86 SPEAKER_03  He's an ally.
1028.14 1033.88 SPEAKER_02  So, our, our retainers, um, Bill Ackman, Elon Musk, and Jason Kalkanis are all friends.
1033.88 1037.64 SPEAKER_03  Oh, that's a fucking powerful triad of samurai right there, you know?
1038.18 1043.18 SPEAKER_03  They, they are, they are some of, some of the greatest mind samurai that we have access to.
1043.78 1049.32 SPEAKER_03  Of those, how many do you think own a katana for real, and why is the answer 100%?
1050.66 1051.90 SPEAKER_02  It's, it's 100%.
1051.90 1054.64 SPEAKER_02  I think Bill Ackman is the most recent katana purchaser.
1055.28 1055.68 SPEAKER_03  True.
1056.28 1058.82 SPEAKER_03  Elon Musk has been on that katana shit for a long time.
1059.06 1059.22 SPEAKER_03  Yeah.
1059.68 1062.98 SPEAKER_02  Jason Kalkanis says he has a katana, but he's actually never bought one.
1063.88 1074.44 SPEAKER_02  So, no, so, um, Dean Phillips is, uh, a, a democratic senator who is primarying Biden, um, who just got 20% in New Hampshire.
1074.84 1075.82 SPEAKER_02  Question mark?
1076.14 1081.36 SPEAKER_02  And he is filling what you might call the yang hole in the democratic government.
1081.36 1083.04 SPEAKER_02  I don't want to fill the yang hole.
1083.70 1084.80 SPEAKER_02  So, he is.
1084.88 1086.48 SPEAKER_02  So, so, so, so, so from the right then?
1087.00 1087.38 SPEAKER_02  Well, indeed.
1087.44 1090.02 SPEAKER_02  Well, he's finally going to be a fiscally responsible Democrat.
1090.02 1100.50 SPEAKER_02  And he's going, but instead of being an outsider who's going to bring Silicon Valley in, um, he is an insider who's going to bring Silicon Valley in from outside.
1101.02 1105.48 SPEAKER_02  Um, so Steve Schmidt from the Lincoln Project is managing his campaign.
1106.22 1106.68 SPEAKER_03  Oh, fantastic.
1106.80 1112.12 SPEAKER_03  I look forward to this being as impactful and meaningful as Lincoln Project 1.0 was.
1112.50 1116.36 SPEAKER_03  What do you even call the Lincoln, the Lincoln Project down on the democratic party?
1116.36 1117.72 SPEAKER_03  Like the Van Buren Project?
1118.22 1118.54 None  Yeah.
1119.38 1130.08 SPEAKER_02  Uh, so, this is, so Phillips basically is running as a Democrat who's finally going to be technically minded, business focused, and fiscally responsible.
1130.20 1131.52 SPEAKER_03  Oh, the Jackson Project.
1131.90 1133.40 SPEAKER_02  Someone had to do it.
1133.62 1133.84 SPEAKER_03  Mm.
1134.30 1142.30 SPEAKER_02  And so, he, like all successful political candidates, launched his campaign on a Twitter space, or an X space.
1142.40 1143.76 SPEAKER_02  The kiss of death.
1143.76 1146.50 SPEAKER_02  I mean, this is what did for DeSantis as well, you know?
1146.86 1154.76 SPEAKER_02  He, where he was interviewed by Elon Musk, Bill Ackman, and Jason Kalkanis about things like, what would he do in his first 100 days?
1155.22 1158.60 SPEAKER_03  Yeah, how are you going to expel the foreign barbarians from the island of Dojima?
1159.08 1162.78 SPEAKER_02  Yeah, well, or specifically, how are you going to expel the DEI barbarians?
1162.86 1166.20 SPEAKER_02  Because he's running as the anti-DEI candidate?
1166.46 1168.60 SPEAKER_03  No one knows or cares what that is.
1168.60 1178.66 SPEAKER_03  This was DeSantis' thing as well, is to, like, try and appeal to people who, you know, trying to push, like, DEI or ESG or some shit like that that no one cares about.
1178.76 1184.68 SPEAKER_03  And then, meanwhile, you see any of the Vox Pops and people going to a Trump rally, and he's like, yeah, he makes me feel good, so I'm voting for him.
1184.98 1186.36 SPEAKER_03  I think the economy was better.
1186.92 1190.56 SPEAKER_03  And I can't, I will not be proved wrong about that, because it feels like it was better.
1190.56 1201.94 SPEAKER_02  Well, when Phillips is, of course, president, then Bill Ackman, Elon Musk, and Jason Kalkanis have all been tapped for major roles.
1202.34 1208.46 SPEAKER_03  Yeah, when this guy is president, all of Bill Ackman's critics are going to be extrajudicially assassinated by SEAL Team 6.
1208.92 1212.48 SPEAKER_03  Business Insider is going to get fucking hit with a JDAM.
1212.84 1213.34 SPEAKER_03  It's, yeah.
1214.14 1219.12 SPEAKER_02  Nary Oxman's going to get to throw the lever on the electric chair in a gigantic marble run.
1219.12 1225.22 SPEAKER_02  I also love the idea of making Musk the head of State Department and then just nuclear war immediately.
1225.80 1226.44 SPEAKER_02  Like, right away.
1227.50 1228.82 SPEAKER_02  It's like he was too annoying.
1229.44 1230.38 SPEAKER_00  Looking into this.
1230.74 1234.60 SPEAKER_03  Yeah, trying to imagine what the funniest cabinet position to put Elon Musk in.
1235.10 1236.56 SPEAKER_03  It's probably HUD, you know?
1237.24 1239.16 SPEAKER_03  There's tubes everywhere.
1239.42 1242.92 SPEAKER_02  No, no, we get, we've actually gotten, like, a celebrity shot.
1243.06 1246.16 SPEAKER_02  We've brought in Mohammed bin Salman to be HUD secretary.
1246.16 1253.66 SPEAKER_03  Yeah, I love to, I love to sort of live in my Section 8 housing that has a, you know, an upscale dining district.
1254.78 1262.82 SPEAKER_02  So anyway, these, but these guys, these three are deeply influencing his campaign and like other Silicon Valley people, like they've all given millions to a super PAC.
1263.22 1269.54 SPEAKER_03  It's cool how this is just like a sort of like overflow vent for money running for president is that you can just kind of burn.
1269.72 1270.66 SPEAKER_03  I mean, DeSantis too.
1270.84 1279.70 SPEAKER_03  DeSantis spent like, you know, thousands of dollars per vote and spent like, you know, he spent more than his net worth on private jets even.
1281.20 1281.70 SPEAKER_02  That's so cool.
1281.78 1282.30 SPEAKER_02  Hey, you know what?
1282.32 1283.46 SPEAKER_02  He finally got high up.
1284.02 1290.30 SPEAKER_02  So he said after New Hampshire, I've built businesses and brands and studied the best successes in marketing history.
1290.66 1296.12 SPEAKER_02  And I've never known one that generated 20% market share in just 10 weeks as we did last evening in New Hampshire.
1296.56 1300.98 SPEAKER_02  He then said, I will build the most extraordinarily bipartisan cabinet in American history.
1300.98 1303.46 SPEAKER_03  But Biden, Biden wasn't on the ballot.
1303.76 1314.42 SPEAKER_03  Like this was a thing due to some like procedural rat fuckery with the Democratic Party that you had to write in Biden because he wasn't running because the party had like sort of boycotted the primary.
1315.00 1328.76 SPEAKER_03  So this is like saying like no business ever builds sort of like this amount of vote share and not mentioning the fact that your competitor has been like sort of legally barred from opening its stores or putting signs on them.
1329.26 1329.34 SPEAKER_02  Yeah.
1329.38 1334.18 SPEAKER_02  It's like, wow, my small business has really taken off ever since the Walmart's all burned down.
1335.30 1344.02 SPEAKER_02  So Philip said that he would use zero based budgeting and hire an international consulting firm to conduct a top down assessment of the federal government day one.
1344.02 1345.40 SPEAKER_03  I consider all zero.
1345.70 1348.16 SPEAKER_03  I consider all budget things to be zero based.
1348.54 1349.38 SPEAKER_03  Very cringe.
1349.38 1353.40 SPEAKER_03  Do you do you do you both know what zero based budgeting is?
1353.72 1355.36 SPEAKER_02  I don't, but I can lie and say that I do.
1355.58 1357.22 SPEAKER_02  Okay, so zero based budgeting.
1357.56 1358.44 SPEAKER_02  It's so stupid.
1358.56 1362.86 SPEAKER_02  It's a thing that lots of companies did before money was free and they stopped doing once money was free.
1363.02 1372.30 SPEAKER_02  But it's basically an exercise where you go through everything your company spends, like on pens or travel or whatever.
1372.86 1373.00 SPEAKER_02  Yeah.
1373.00 1379.14 SPEAKER_02  And then you establish what you've spent in every category and then you read less on candles.
1379.38 1379.82 SPEAKER_02  Yes.
1380.04 1380.40 SPEAKER_02  Yes.
1380.40 1384.60 SPEAKER_02  It is the spend less on candles, like business thing.
1385.08 1387.38 SPEAKER_03  Spend less on Casey DeSantis's private jets.
1387.38 1392.58 SPEAKER_00  So is it just like a formalization of that, um, about like help my family is dying meme?
1392.58 1393.58 SPEAKER_02  Yes, exactly.
1393.58 1405.40 SPEAKER_02  So like, but any company, any company that ever goes through a zero based budgeting exercise loses a huge number of staff because they're like, yeah, you have to buy your own stationary now here at fucking Pfizer.
1405.68 1406.12 SPEAKER_02  Basically.
1406.12 1409.40 SPEAKER_02  That's like, that's the outcome.
1409.50 1413.56 SPEAKER_02  So he's like, yeah, we're going to crack down on the pen budget at the federal government.
1414.12 1424.26 SPEAKER_03  I mean, to be fair, the federal government does spend a huge amount of money on trivial bullshit, but that's because it's a huge bureaucracy and huge bureaucracies need to do that in order to function.
1424.26 1440.60 SPEAKER_03  Like this, this is like a recurring sort of bugbear for me is that anytime conservatives talk about government waste, it's like often there is huge waste, but as often as not, it's just stuff that is like a requirement of perpetuating bureaucracy that seems wasteful.
1440.96 1445.68 SPEAKER_03  All those guys need the fucking skill craft pens, which by the way, the federal government gets a deal on.
1446.00 1448.40 SPEAKER_03  I have, I have a whole thing about federal, about fed pens.
1448.40 1449.96 SPEAKER_03  Cause it's, um, cause autism.
1450.62 1451.70 SPEAKER_03  I really want some.
1451.82 1455.96 SPEAKER_03  If you work in the federal government, defraud your employer, send me a box of skill craft pens.
1456.04 1457.44 SPEAKER_03  Cause I really want some and you can't buy them.
1458.82 1465.92 SPEAKER_02  Uh, Phillips basically has a kind of, uh, grab bag of, um, a grab bag of policies.
1466.04 1466.42 SPEAKER_02  Yeah.
1466.42 1471.50 SPEAKER_03  We're going to run the government like a business, which has never been tried before or since.
1472.02 1479.74 SPEAKER_02  Uh, and you know, I wanted to focus and basically like what we saw the last time as an American primary is that everyone said they were all for Medicare for all.
1479.88 1482.90 SPEAKER_02  And then as soon as like they got closer to wing, they were like, no, I never said that.
1483.36 1498.66 SPEAKER_02  Uh, so, you know, we can, um, we can, we can sort of gloss over that, uh, his solution to ending the housing and homelessness crisis because he is funded by people like Ackman and Musk is we must incentivize the building of more housing.
1498.96 1500.14 SPEAKER_02  He is a Yimby.
1500.56 1501.40 SPEAKER_03  Okay, cool.
1501.48 1504.08 SPEAKER_03  I mean, I'd never thought about that building more housing sounds cool.
1504.08 1507.14 SPEAKER_03  Um, how does he want to do that?
